[19:02:42.0540264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Strange Device"
[19:02:42.0540264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|NoteBoxz.LethalMin/Whistle"
[19:02:42.0540264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|NoteBoxz.LethalMin/PluckAPhone"
[19:02:42.0550264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Snare Flea Sample"
[19:02:42.0550264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Bunker Spider Sample"
[19:02:42.0550264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Hoarding Bug Sample"
[19:02:42.0550264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Bracken Sample"
[19:02:42.0550264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Eyeless Dog Sample"
[19:02:42.0550264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Baboon Hawk Sample"
[19:02:42.0550264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Thumper Sample"
[19:02:42.0550264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Forest Keeper Sample"
[19:02:42.0560253] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Manticoil Sample"
[19:02:42.0560253] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Tulip Snake Sample"
[19:02:42.0560253] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Kidnapper Fox Sample"
[19:02:42.0560253] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Spore Lizard Sample"
[19:02:42.0560253] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Maneater Sample"
[19:02:42.0560253] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Giant Sapsucker Sample"
[19:02:42.0560253] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Lost Scavenger"
[19:02:42.0570264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Hoarder Bug Egg"
[19:02:42.0570264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Hoarding Bug Eggs"
[19:02:42.0570264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Data Disc"
[19:02:42.0570264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Data PC"
[19:02:42.0570264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Demonic Tome"
[19:02:42.0570264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Heart"
[19:02:42.0570264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Crucifix"
[19:02:42.0570264] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Candelabra"
[19:02:42.0580655] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Teddy Bear"
[19:02:42.0580655] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Bones"
[19:02:42.0580655] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Pentagram"
[19:02:42.0580655] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|MoreShipUpgrades/Bomb"
[19:02:42.0580655] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Cartridge Racing into the Night"
[19:02:42.0580655] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Cartridge ReDreaming Angel"
[19:02:42.0580655] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Cartridge Glitched"
[19:02:42.0590648] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Hoarder Bug"
[19:02:42.0590648] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Bunker Spider"
[19:02:42.0590648] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Thumper"
[19:02:42.0590648] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Snare Flea"
[19:02:42.0590648] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Nutcracker"
[19:02:42.0590648] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Bracken Remains"
[19:02:42.0590648] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Baboon Hawk"
[19:02:42.0600681] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Eyeless Dog Teeth"
[19:02:42.0600681] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Coil-Head Core"
[19:02:42.0600681] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Vials of Ectoplasm"
[19:02:42.0600681] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Forest Keeper Sapling"
[19:02:42.0600681] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Jester Box"
[19:02:42.0600681] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Hygrodere"
[19:02:42.0600681] [Debug  :ainavt.lc.lethalconfig] Registered config "Matty's Fixes/LethalLib|SellBodies/Dead Spore Lizard"
