guid,instance_count,observed_name_overrides,resolution_status,checkpoint,asset_kind,asset_path,asset_git_blob,topology_proven
"f3c742563131a374ea62d76a74e13304","38","Grave1 (19) | Grave1 (2) | Grave1 (8) | Grave1 (1) | Grave1 | Grave1 (4) | Grave1 (20) | Grave1 (3) | Grave1 (16) | Grave1 (21) | Grave1 (5) | Grave1 (9) | Grave1 (14) | Grave1 (18) | Grave1 (15) | Grave1 (6) | Grave1 (12) | Grave1 (11) | Grave1 (13) | Grave1 (7) | Grave1 (10) | Grave1 (17)","SOURCE_PATH_UNRESOLVED","","","","","false"
"f469f9dc199594a41b1caff572c8f462","1","MerchantBase","SOURCE_PATH_RESOLVED","C3E2C","FBX_MODEL_LFS_POINTER","CodeRebirthUnityProject/Assets/LethalCompany/Mods/plugins/CodeRebirth/Moons/Oxyde/Prefabs/Structures/MerchantStructure/MerchantBase.fbx","6b5c6728291d52db119e97637fb58e16d5853410","false"
"f46a74dc91cadb84483fb2651022feba","11","Guardsman.007 (7) | Guardsman.007 (4) | Guardsman.007 (1) | Guardsman.007 | Guardsman.007 (8) | Guardsman.007 (6) | Guardsman.007 (2) | Guardsman.007 (3) | Guardsman.007 (5) | GuardsmanBody | GuardsmanBody (1)","SOURCE_PATH_UNRESOLVED","","","","","false"
"f4c57607ec171fd439bf7b2f929e5882","10","TallLightDeco | TallLightDeco (2) | TallLightDeco (8) | TallLightDeco (5) | TallLightDeco (3) | TallLightDeco (7) | TallLightDeco (1) | TallLightDeco (4) | TallLightDeco (6)","SOURCE_PATH_UNRESOLVED","","","","","false"
"f69563fddb8015f479bc5ab6061e4cd9","154","ScaffEmpty | ScaffEmpty (3) | ScaffEmpty (1) | ScaffEmpty (6) | ScaffEmpty (2) | ScaffEmpty (4) | ScaffEmpty (5)","SOURCE_PATH_UNRESOLVED","","","","","false"
"f6ae9e8462d6b9c42820405361824ae9","12","PotatoSack (9) | PotatoSack (3) | PotatoSack (6) | PotatoSack (7) | PotatoSack (11) | PotatoSack (4) | PotatoSack | PotatoSack (8) | PotatoSack (5) | PotatoSack (1) | PotatoSack (2) | PotatoSack (10)","SOURCE_PATH_UNRESOLVED","","","","","false"
"f749ef3b1857f1e468a44aad5e1d8405","1","MicrowaveGalOxydeDeco","SOURCE_PATH_UNRESOLVED","","","","","false"
"f765ccc98c4a72f468cfde0df0841b95","33","Grave4 (4) | Grave4 (1) | Grave4 (6) | Grave4 (10) | Grave4 (14) | Grave4 (3) | Grave4 (8) | Grave4 (2) | Grave4 (9) | Grave4 | Grave4 (12) | Grave4 (5) | Grave4 (11) | Grave4 (7) | Grave4 (13)","SOURCE_PATH_UNRESOLVED","","","","","false"
"f88ce96f9bd8fac4b8427af38f253bc6","10","OxydeRock.004 (4) | OxydeRock.004 | OxydeRock.004 (1) | OxydeRock.004 (25) | OxydeRock.004 (12) | OxydeRock.004 (3) | OxydeRock.004 (5) | OxydeRock.004 (11) | OxydeRock.004 (2)","SOURCE_PATH_UNRESOLVED","","","","","false"
"fbd162204f66503409cf009e207922e5","15","TallCrate (3) | TallCrate | TallCrate (1) | TallCrate (2)","SOURCE_PATH_UNRESOLVED","","","","","false"
"ff2131ac420b794418990026ec038ccc","1","DineCrewPhoto","SOURCE_PATH_UNRESOLVED","","","","","false"
